Order_ID,Date,Year,Month,Quarter,Product,Category,Region,Channel,Units_Sold,Unit_Price,Revenue,COGS,Gross_Profit,Discount_Pct,Net_Revenue
1426,2022-09-06,2025,Sep,Q3,Gems,Value,West India,General Trade,1423,20,32251.74,19922,11266.52,0.06,26752.4
1427,2022-09-20,2025,Sep,Q3,Celebrations Box,Premium,West India,General Trade,1902,250,528100.23,342360,155497.88,0.1,427950
1428,2022-09-14,2024,Sep,Q3,Oreo,Mid-range,West India,General Trade,1676,40,66271.47,46928,21768.68,0.07,62347.2
1429,2022-09-15,2024,Sep,Q3,Fuse,Value,West India,E-Commerce,1585,35,50240.22,38040,13890.68,0.11,49372.75
1430,2022-09-15,2023,Sep,Q3,Caramel,Mid-range,West India,E-Commerce,1740,55,93380.25,66120,20232.77,0.11,85173
1431,2022-09-26,2023,Sep,Q3,Dairy Milk,Mid-range,East India,General Trade,1293,45,89313.9,45255,23582.5,0.04,55857.6
1432,2022-09-22,2025,Sep,Q3,Dairy Milk Silk,Premium,East India,Institutional,1910,75,218445.53,99320,45035.32,0.03,138952.5
1433,2022-09-25,2023,Sep,Q3,5 Star,Value,East India,Institutional,1145,30,27918.25,25190,9340.86,0.12,30228
1434,2022-09-06,2024,Sep,Q3,Perk,Value,East India,Institutional,1229,25,25191.5,22122,7514.46,0.08,28267
1435,2022-09-28,2023,Sep,Q3,Bournville,Premium,East India,General Trade,1840,90,220162.87,119600,58056.82,0.09,150696
1436,2022-09-28,2023,Sep,Q3,Gems,Value,East India,E-Commerce,306,20,5262.99,4284,1553.71,0.1,5508
1437,2022-09-23,2025,Sep,Q3,Celebrations Box,Premium,East India,E-Commerce,1335,250,394285.35,240300,130781.43,0.14,287025
1438,2022-09-06,2024,Sep,Q3,Oreo,Mid-range,East India,Modern Trade,783,40,27006.88,21924,6709.65,0.01,31006.8
1439,2022-09-05,2024,Sep,Q3,Fuse,Value,East India,E-Commerce,1120,35,45969.91,26880,13542.84,0.14,33712
1440,2022-09-08,2023,Sep,Q3,Caramel,Mid-range,East India,Institutional,387,55,24555.28,14706,6106.88,0.14,18305.1
1441,2022-09-14,2024,Sep,Q3,Dairy Milk,Mid-range,International,Institutional,915,45,61928.77,32025,15779.97,0.14,35410.5
1442,2022-09-08,2023,Sep,Q3,Dairy Milk Silk,Premium,International,Modern Trade,1011,75,102686.86,52572,28807.01,0.08,69759
1443,2022-09-01,2025,Sep,Q3,5 Star,Value,International,Institutional,367,30,9236.53,8074,3218.4,0.06,10349.4
1444,2022-09-21,2025,Sep,Q3,Perk,Value,International,E-Commerce,402,25,7050.55,7236,2189.32,0.13,8743.5
1445,2022-09-02,2025,Sep,Q3,Bournville,Premium,International,E-Commerce,1820,90,194691.92,118300,49105.73,0.02,160524
1446,2022-09-27,2024,Sep,Q3,Gems,Value,International,E-Commerce,1899,20,41194.03,26586,14415.06,0.07,35321.4
1447,2022-09-15,2023,Sep,Q3,Celebrations Box,Premium,International,General Trade,1754,250,443928.71,315720,118054.04,0.11,390265
1448,2022-09-07,2023,Sep,Q3,Oreo,Mid-range,International,Modern Trade,362,40,16147.44,10136,4702.14,0,14480
1449,2022-09-20,2025,Sep,Q3,Fuse,Value,International,General Trade,1323,35,47695.09,31752,9921.88,0.14,39822.3
1450,2022-09-08,2025,Sep,Q3,Caramel,Mid-range,International,Institutional,427,55,22914.59,16226,7844.85,0.12,20666.8
1451,2022-10-14,2023,Oct,Q4,Dairy Milk,Mid-range,North India,E-Commerce,628,45,36731.2,21980,11348.67,0.01,27977.4
1452,2022-10-16,2024,Oct,Q4,Dairy Milk Silk,Premium,North India,Institutional,459,75,44749.92,23868,9980.71,0.02,33736.5
1453,2022-10-08,2024,Oct,Q4,5 Star,Value,North India,Modern Trade,2091,30,56005.92,46002,15515.97,0.08,57711.6
1454,2022-10-20,2024,Oct,Q4,Perk,Value,North India,General Trade,1114,25,20405.76,20052,4284.7,0.06,26179
1455,2022-10-06,2025,Oct,Q4,Bournville,Premium,North India,E-Commerce,968,90,94691.36,62920,30648.34,0.09,79279.2
1456,2022-10-03,2025,Oct,Q4,Gems,Value,North India,Modern Trade,1780,20,41014.09,24920,13429.4,0.15,30260
1457,2022-10-02,2025,Oct,Q4,Celebrations Box,Premium,North India,Modern Trade,1398,250,310417.98,251640,65741.19,0.13,304065
1458,2022-10-01,2023,Oct,Q4,Oreo,Mid-range,North India,Institutional,1349,40,52934.93,37772,15074.47,0.04,51801.6
1459,2022-10-08,2023,Oct,Q4,Fuse,Value,North India,E-Commerce,2539,35,93491.74,60936,30944.48,0.01,87976.35
1460,2022-10-25,2024,Oct,Q4,Caramel,Mid-range,North India,Modern Trade,2492,55,141966.06,94696,47619.46,0.09,124724.6
1461,2022-10-18,2023,Oct,Q4,Dairy Milk,Mid-range,South India,E-Commerce,662,45,49833.01,23170,11099.47,0.01,29492.1
1462,2022-10-27,2023,Oct,Q4,Dairy Milk Silk,Premium,South India,E-Commerce,2612,75,336700.21,135824,83140.83,0.1,176310
1463,2022-10-06,2023,Oct,Q4,5 Star,Value,South India,Institutional,2273,30,49319.96,50006,13466.07,0.07,63416.7
1464,2022-10-15,2024,Oct,Q4,Perk,Value,South India,General Trade,460,25,9032.56,8280,2278.87,0.11,10235
1465,2022-10-26,2024,Oct,Q4,Bournville,Premium,South India,Modern Trade,1120,90,132575.98,72800,36606.13,0.03,97776
1466,2022-10-10,2024,Oct,Q4,Gems,Value,South India,General Trade,399,20,7991.54,5586,2231.06,0.05,7581
1467,2022-10-09,2025,Oct,Q4,Celebrations Box,Premium,South India,Institutional,2616,250,681074.67,470880,146797.64,0.08,601680
1468,2022-10-10,2023,Oct,Q4,Oreo,Mid-range,South India,Modern Trade,2438,40,90552.6,68264,23414.74,0.1,87768
1469,2022-10-28,2025,Oct,Q4,Fuse,Value,South India,E-Commerce,2751,35,94663.24,66024,21172.03,0.12,84730.8
1470,2022-10-12,2025,Oct,Q4,Caramel,Mid-range,South India,E-Commerce,1062,55,51447.83,40356,15127.91,0.02,57241.8
1471,2022-10-13,2023,Oct,Q4,Dairy Milk,Mid-range,West India,Institutional,1426,45,95930.96,49910,30781.49,0.11,57111.3
1472,2022-10-16,2024,Oct,Q4,Dairy Milk Silk,Premium,West India,E-Commerce,814,75,98895.45,42328,31906.52,0.07,56776.5
1473,2022-10-26,2023,Oct,Q4,5 Star,Value,West India,E-Commerce,2564,30,50922.41,56408,16157.43,0.08,70766.4
1474,2022-10-14,2023,Oct,Q4,Perk,Value,West India,Modern Trade,2364,25,45636.67,42552,8543.01,0.06,55554
1475,2022-10-04,2025,Oct,Q4,Bournville,Premium,West India,General Trade,1843,90,200109.63,119795,36345.43,0.04,159235.2
1476,2022-10-10,2023,Oct,Q4,Gems,Value,West India,Modern Trade,1219,20,21539.15,17066,4864.34,0.1,21942
1477,2022-10-06,2025,Oct,Q4,Celebrations Box,Premium,West India,Institutional,2007,250,469752.45,361260,149286.12,0.11,446557.5
1478,2022-10-24,2025,Oct,Q4,Oreo,Mid-range,West India,Institutional,1286,40,44508.12,36008,11110.27,0.07,47839.2
1479,2022-10-09,2025,Oct,Q4,Fuse,Value,West India,E-Commerce,2042,35,77886.46,49008,21831.65,0.15,60749.5
1480,2022-10-13,2024,Oct,Q4,Caramel,Mid-range,West India,Modern Trade,494,55,28258.24,18772,9541.93,0.1,24453
1481,2022-10-22,2025,Oct,Q4,Dairy Milk,Mid-range,East India,E-Commerce,1750,45,124365.87,61250,24167.95,0.12,69300
1482,2022-10-20,2024,Oct,Q4,Dairy Milk Silk,Premium,East India,General Trade,368,75,45175.63,19136,14810.98,0.02,27048
1483,2022-10-08,2023,Oct,Q4,5 Star,Value,East India,Institutional,379,30,9081.03,8338,2178.54,0.02,11142.6
1484,2022-10-19,2023,Oct,Q4,Perk,Value,East India,E-Commerce,1317,25,25002.13,23706,6389.98,0.06,30949.5
1485,2022-10-15,2023,Oct,Q4,Bournville,Premium,East India,Modern Trade,2014,90,188152.84,130910,53561.48,0.02,177634.8
1486,2022-10-03,2023,Oct,Q4,Gems,Value,East India,E-Commerce,1345,20,27335.85,18830,9494.95,0.07,25017
1487,2022-10-11,2025,Oct,Q4,Celebrations Box,Premium,East India,General Trade,1797,250,454797.23,323460,136763.19,0.06,422295
1488,2022-10-01,2025,Oct,Q4,Oreo,Mid-range,East India,E-Commerce,995,40,44201.73,27860,14028.56,0.14,34228
1489,2022-10-18,2025,Oct,Q4,Fuse,Value,East India,General Trade,1710,35,54904.91,41040,10070.65,0.08,55062
1490,2022-10-23,2023,Oct,Q4,Caramel,Mid-range,East India,Modern Trade,1030,55,54953.01,39140,15916.47,0.12,49852
1491,2022-10-10,2025,Oct,Q4,Dairy Milk,Mid-range,International,Institutional,894,45,51041.15,31290,11103.01,0.15,34195.5
1492,2022-10-28,2024,Oct,Q4,Dairy Milk Silk,Premium,International,Institutional,852,75,89381.84,44304,30353.86,0.02,62622
1493,2022-10-23,2023,Oct,Q4,5 Star,Value,International,Modern Trade,1575,30,40896.33,34650,9471.64,0.03,45832.5
1494,2022-10-28,2024,Oct,Q4,Perk,Value,International,Institutional,530,25,10438.66,9540,2772.13,0.12,11660
1495,2022-10-03,2024,Oct,Q4,Bournville,Premium,International,E-Commerce,2193,90,229510.05,142545,75008.91,0.05,187501.5
1496,2022-10-23,2023,Oct,Q4,Gems,Value,International,E-Commerce,1139,20,21266.69,15946,5646.54,0.13,19818.6
1497,2022-10-08,2025,Oct,Q4,Celebrations Box,Premium,International,General Trade,2555,250,687334.47,459900,223787.32,0.05,606812.5
1498,2022-10-08,2023,Oct,Q4,Oreo,Mid-range,International,Modern Trade,855,40,33501.01,23940,8611.66,0.12,30096
1499,2022-10-19,2023,Oct,Q4,Fuse,Value,International,Institutional,354,35,13161.28,8496,4369.93,0.05,11770.5
1500,2022-10-18,2024,Oct,Q4,Caramel,Mid-range,International,E-Commerce,1619,55,87222.68,61522,21213.84,0.12,78359.6
1501,2022-11-03,2025,Nov,Q4,Dairy Milk,Mid-range,North India,General Trade,2034,45,117031.14,71190,28583.61,0.13,79631.1
1502,2022-11-24,2025,Nov,Q4,Dairy Milk Silk,Premium,North India,E-Commerce,1421,75,174568.72,73892,53877,0.15,90588.75
1503,2022-11-14,2023,Nov,Q4,5 Star,Value,North India,Institutional,1786,30,38360.37,39292,10928.23,0.06,50365.2
1504,2022-11-21,2023,Nov,Q4,Perk,Value,North India,Modern Trade,638,25,11064.19,11484,3855.14,0.15,13557.5
1505,2022-11-17,2024,Nov,Q4,Bournville,Premium,North India,Modern Trade,1569,90,162776.41,101985,33523.57,0.07,131325.3
1506,2022-11-25,2024,Nov,Q4,Gems,Value,North India,E-Commerce,646,20,11349.19,9044,3125.99,0.13,11240.4
1507,2022-11-14,2024,Nov,Q4,Celebrations Box,Premium,North India,General Trade,2480,250,601722.13,446400,174961.13,0.14,533200
1508,2022-11-05,2025,Nov,Q4,Oreo,Mid-range,North India,Modern Trade,2662,40,124975.21,74536,34508.7,0.02,104350.4
1509,2022-11-23,2024,Nov,Q4,Fuse,Value,North India,E-Commerce,751,35,26331.55,18024,5768.93,0.02,25759.3
1510,2022-11-17,2025,Nov,Q4,Caramel,Mid-range,North India,General Trade,1271,55,60739.51,48298,12414.19,0.14,60118.3
1511,2022-11-07,2024,Nov,Q4,Dairy Milk,Mid-range,South India,E-Commerce,2704,45,197711.81,94640,44668.73,0.01,120463.2
1512,2022-11-20,2025,Nov,Q4,Dairy Milk Silk,Premium,South India,E-Commerce,638,75,81439.6,33176,27252.84,0.09,43543.5
1513,2022-11-19,2023,Nov,Q4,5 Star,Value,South India,Modern Trade,1720,30,41686.93,37840,8820.89,0.1,46440
1514,2022-11-24,2024,Nov,Q4,Perk,Value,South India,General Trade,770,25,12353.67,13860,3768.25,0.1,17325
1515,2022-11-02,2025,Nov,Q4,Bournville,Premium,South India,E-Commerce,2695,90,290421.64,175175,71321.71,0.14,208593
1516,2022-11-21,2024,Nov,Q4,Gems,Value,South India,Modern Trade,512,20,10198.97,7168,1955.81,0.01,10137.6
1517,2022-11-19,2023,Nov,Q4,Celebrations Box,Premium,South India,E-Commerce,2146,250,612270.99,386280,145880.29,0.03,520405
1518,2022-11-16,2025,Nov,Q4,Oreo,Mid-range,South India,Institutional,2051,40,72934.15,57428,23035.9,0.1,73836
1519,2022-11-16,2024,Nov,Q4,Fuse,Value,South India,E-Commerce,2119,35,70344.95,50856,20304.87,0.14,63781.9
1520,2022-11-13,2025,Nov,Q4,Caramel,Mid-range,South India,General Trade,2587,55,156386.1,98306,31021.19,0.12,125210.8
1521,2022-11-02,2024,Nov,Q4,Dairy Milk,Mid-range,West India,E-Commerce,1579,45,88757.47,55265,18081.16,0.01,70344.45
1522,2022-11-15,2023,Nov,Q4,Dairy Milk Silk,Premium,West India,General Trade,1540,75,158273.71,80080,41019.26,0.06,108570
1523,2022-11-11,2024,Nov,Q4,5 Star,Value,West India,General Trade,1254,30,25918.8,27588,7342.46,0.09,34234.2
1524,2022-11-12,2025,Nov,Q4,Perk,Value,West India,E-Commerce,2384,25,42038.84,42912,9951.7,0.15,50660
1525,2022-11-17,2025,Nov,Q4,Bournville,Premium,West India,Institutional,653,90,60905.55,42445,16714.91,0.11,52305.3
1526,2022-11-04,2023,Nov,Q4,Gems,Value,West India,Modern Trade,1194,20,21494.22,16716,6039.98,0.04,22924.8
1527,2022-11-04,2023,Nov,Q4,Celebrations Box,Premium,West India,E-Commerce,1568,250,436939.65,282240,102415.88,0.04,376320
1528,2022-11-28,2023,Nov,Q4,Oreo,Mid-range,West India,Modern Trade,1111,40,42077.05,31108,10636.88,0.14,38218.4
1529,2022-11-06,2025,Nov,Q4,Fuse,Value,West India,Institutional,991,35,33765.57,23784,11629.96,0.14,29829.1
1530,2022-11-07,2024,Nov,Q4,Caramel,Mid-range,West India,E-Commerce,1936,55,92642.5,73568,30372,0.11,94767.2
1531,2022-11-15,2024,Nov,Q4,Dairy Milk,Mid-range,East India,General Trade,1708,45,97130.94,59780,28982.18,0.15,65331
1532,2022-11-01,2024,Nov,Q4,Dairy Milk Silk,Premium,East India,Institutional,2800,75,261693.81,145600,60167.7,0.05,199500
1533,2022-11-08,2024,Nov,Q4,5 Star,Value,East India,Modern Trade,1407,30,37430.8,30954,12253.03,0.08,38833.2
1534,2022-11-02,2025,Nov,Q4,Perk,Value,East India,General Trade,1951,25,32944.15,35118,8334.09,0.05,46336.25
1535,2022-11-27,2025,Nov,Q4,Bournville,Premium,East India,E-Commerce,1698,90,184323.45,110370,45007.13,0.09,139066.2
1536,2022-11-28,2025,Nov,Q4,Gems,Value,East India,Institutional,1099,20,20551.73,15386,5619.69,0.08,20221.6
1537,2022-11-09,2025,Nov,Q4,Celebrations Box,Premium,East India,Modern Trade,1514,250,412259.52,272520,121736.94,0.02,370930
1538,2022-11-02,2025,Nov,Q4,Oreo,Mid-range,East India,E-Commerce,2469,40,91502.86,69132,24698.83,0.06,92834.4
1539,2022-11-07,2024,Nov,Q4,Fuse,Value,East India,Institutional,425,35,16079.14,10200,4253.93,0.09,13536.25
1540,2022-11-13,2024,Nov,Q4,Caramel,Mid-range,East India,E-Commerce,1866,55,95654.42,70908,31484.41,0.04,98524.8
1541,2022-11-27,2023,Nov,Q4,Dairy Milk,Mid-range,International,Institutional,2471,45,157279.07,86485,48895.37,0.08,102299.4
1542,2022-11-13,2023,Nov,Q4,Dairy Milk Silk,Premium,International,Modern Trade,648,75,72229.39,33696,17965.1,0.15,41310
1543,2022-11-18,2023,Nov,Q4,5 Star,Value,International,E-Commerce,2557,30,65761.53,56254,20472.79,0.15,65203.5
1544,2022-11-20,2024,Nov,Q4,Perk,Value,International,E-Commerce,2444,25,49819.35,43992,15622.29,0.02,59878
1545,2022-11-02,2023,Nov,Q4,Bournville,Premium,International,Institutional,1713,90,172555.93,111345,49915.31,0.01,152628.3
1546,2022-11-16,2024,Nov,Q4,Gems,Value,International,General Trade,2325,20,46938.15,32550,13273.73,0.05,44175
1547,2022-11-17,2024,Nov,Q4,Celebrations Box,Premium,International,Institutional,707,250,166656.84,127260,33962.85,0.09,160842.5
1548,2022-11-11,2023,Nov,Q4,Oreo,Mid-range,International,General Trade,1219,40,56488.59,34132,16187.56,0.14,41933.6
1549,2022-11-24,2024,Nov,Q4,Fuse,Value,International,General Trade,1405,35,49505.21,33720,11315.38,0.15,41798.75
1550,2022-11-27,2025,Nov,Q4,Caramel,Mid-range,International,E-Commerce,1980,55,119415.62,75240,30027.97,0.05,103455
1551,2022-12-16,2023,Dec,Q4,Dairy Milk,Mid-range,North India,Institutional,2311,45,132802.27,80885,33233.97,0.08,95675.4
1552,2022-12-04,2024,Dec,Q4,Dairy Milk Silk,Premium,North India,Modern Trade,1335,75,133973.79,69420,43473.74,0.05,95118.75
1553,2022-12-24,2024,Dec,Q4,5 Star,Value,North India,Institutional,1952,30,39822.11,42944,9547.42,0.05,55632
1554,2022-12-21,2025,Dec,Q4,Perk,Value,North India,Modern Trade,1990,25,41866.64,35820,9484.45,0.07,46267.5
1555,2022-12-16,2025,Dec,Q4,Bournville,Premium,North India,General Trade,2347,90,244082.39,152555,62599.74,0.01,209117.7
1556,2022-12-20,2024,Dec,Q4,Gems,Value,North India,General Trade,1782,20,41822.52,24948,12244.66,0.09,32432.4
1557,2022-12-08,2024,Dec,Q4,Celebrations Box,Premium,North India,Institutional,702,250,157839.02,126360,38545.79,0.12,154440
1558,2022-12-04,2025,Dec,Q4,Oreo,Mid-range,North India,Modern Trade,1920,40,72223.36,53760,20446.22,0.14,66048
1559,2022-12-14,2023,Dec,Q4,Fuse,Value,North India,General Trade,333,35,13607.69,7992,4554,0.07,10839.15
1560,2022-12-14,2025,Dec,Q4,Caramel,Mid-range,North India,General Trade,1463,55,73588.95,55594,18620.79,0.1,72418.5
1561,2022-12-24,2023,Dec,Q4,Dairy Milk,Mid-range,South India,Institutional,2781,45,202825.54,97335,43052.85,0.13,108876.15
1562,2022-12-07,2024,Dec,Q4,Dairy Milk Silk,Premium,South India,Modern Trade,2303,75,289143.3,119756,72067.1,0.02,169270.5
1563,2022-12-13,2024,Dec,Q4,5 Star,Value,South India,E-Commerce,2178,30,48284.02,47916,8889.08,0.07,60766.2
1564,2022-12-18,2023,Dec,Q4,Perk,Value,South India,E-Commerce,775,25,13100.48,13950,2682.33,0.07,18018.75
1565,2022-12-25,2025,Dec,Q4,Bournville,Premium,South India,E-Commerce,1845,90,213067.02,119925,69233.32,0.05,157747.5
1566,2022-12-08,2023,Dec,Q4,Gems,Value,South India,E-Commerce,2028,20,39019.49,28392,13320.73,0.07,37720.8
1567,2022-12-10,2025,Dec,Q4,Celebrations Box,Premium,South India,E-Commerce,1878,250,467138.28,338040,126740.98,0.04,450720
1568,2022-12-23,2024,Dec,Q4,Oreo,Mid-range,South India,E-Commerce,2300,40,83403.23,64400,24686.66,0.03,89240
1569,2022-12-18,2023,Dec,Q4,Fuse,Value,South India,Institutional,1188,35,42718.64,28512,8305.79,0.07,38669.4
1570,2022-12-22,2024,Dec,Q4,Caramel,Mid-range,South India,E-Commerce,1104,55,58718.47,41952,17403.01,0.02,59505.6
1571,2022-12-25,2025,Dec,Q4,Dairy Milk,Mid-range,West India,Institutional,1411,45,91830.35,49385,18851.33,0.12,55875.6
1572,2022-12-23,2023,Dec,Q4,Dairy Milk Silk,Premium,West India,General Trade,1111,75,104049.45,57772,34269.33,0.01,82491.75
1573,2022-12-21,2023,Dec,Q4,5 Star,Value,West India,Modern Trade,1272,30,26293.24,27984,8305.22,0.14,32817.6
1574,2022-12-07,2025,Dec,Q4,Perk,Value,West India,E-Commerce,2422,25,45921.49,43596,14017.73,0.07,56311.5
1575,2022-12-05,2025,Dec,Q4,Bournville,Premium,West India,E-Commerce,1891,90,219710.22,122915,75052,0.1,153171
1576,2022-12-08,2024,Dec,Q4,Gems,Value,West India,Modern Trade,2043,20,37098.76,28602,10164.84,0.11,36365.4
1577,2022-12-17,2023,Dec,Q4,Celebrations Box,Premium,West India,General Trade,424,250,105102.24,76320,30965.17,0.1,95400
1578,2022-12-04,2025,Dec,Q4,Oreo,Mid-range,West India,General Trade,2108,40,76687.66,59024,23411.86,0.03,81790.4
1579,2022-12-04,2023,Dec,Q4,Fuse,Value,West India,Institutional,1226,35,42272.64,29424,11365.13,0.11,38189.9
1580,2022-12-06,2024,Dec,Q4,Caramel,Mid-range,West India,General Trade,294,55,18762.98,11172,4472.83,0.14,13906.2
1581,2022-12-16,2024,Dec,Q4,Dairy Milk,Mid-range,East India,Institutional,2151,45,132458.61,75285,40848.75,0.14,83243.7
1582,2022-12-10,2023,Dec,Q4,Dairy Milk Silk,Premium,East India,Institutional,2144,75,236140.85,111488,70253.39,0.03,155976
1583,2022-12-25,2024,Dec,Q4,5 Star,Value,East India,E-Commerce,1097,30,26123.04,24134,6204.43,0.1,29619
1584,2022-12-18,2025,Dec,Q4,Perk,Value,East India,Modern Trade,2149,25,36472.69,38682,7509.91,0.09,48889.75
1585,2022-12-27,2025,Dec,Q4,Bournville,Premium,East India,Modern Trade,781,90,93922.27,50765,29604.87,0.06,66072.6
1586,2022-12-13,2024,Dec,Q4,Gems,Value,East India,General Trade,383,20,7777.6,5362,2009.19,0.15,6511
1587,2022-12-28,2025,Dec,Q4,Celebrations Box,Premium,East India,Institutional,813,250,197793.15,146340,55231.47,0.14,174795
1588,2022-12-10,2023,Dec,Q4,Oreo,Mid-range,East India,E-Commerce,2793,40,97293.63,78204,31879.29,0.01,110602.8
1589,2022-12-21,2025,Dec,Q4,Fuse,Value,East India,Modern Trade,1240,35,40299.33,29760,10780.26,0.04,41664
1590,2022-12-15,2024,Dec,Q4,Caramel,Mid-range,East India,Institutional,663,55,31157.43,25194,9269.41,0.13,31724.55
1591,2022-12-11,2023,Dec,Q4,Dairy Milk,Mid-range,International,E-Commerce,831,45,53090.15,29085,11201.75,0.12,32907.6
1592,2022-12-09,2025,Dec,Q4,Dairy Milk Silk,Premium,International,General Trade,2375,75,242505.43,123500,83055.77,0.07,165656.25
1593,2022-12-26,2025,Dec,Q4,5 Star,Value,International,General Trade,319,30,7195.97,7018,1527.68,0.11,8517.3
1594,2022-12-07,2024,Dec,Q4,Perk,Value,International,E-Commerce,1906,25,34380.6,34308,7770.28,0.1,42885
1595,2022-12-13,2025,Dec,Q4,Bournville,Premium,International,General Trade,2031,90,206345.86,132015,59599.49,0.13,159027.3
1596,2022-12-13,2025,Dec,Q4,Gems,Value,International,Institutional,1757,20,39586.62,24598,12318.82,0.05,33383
1597,2022-12-16,2023,Dec,Q4,Celebrations Box,Premium,International,Modern Trade,809,250,173927.69,145620,58418,0.15,171912.5
1598,2022-12-13,2023,Dec,Q4,Oreo,Mid-range,International,E-Commerce,991,40,43290.21,27748,10754.75,0,39640
1599,2022-12-11,2024,Dec,Q4,Fuse,Value,International,General Trade,1559,35,58276.51,37416,15317.65,0.11,48562.85
1600,2022-12-01,2025,Dec,Q4,Caramel,Mid-range,International,E-Commerce,1948,55,93082.68,74024,21642.24,0.11,95354.6
1601,2023-01-08,2023,Jan,Q1,Dairy Milk,Mid-range,North India,E-Commerce,1538,45,116731.94,53830,38008.08,0.05,65749.5
1602,2023-01-10,2025,Jan,Q1,Dairy Milk Silk,Premium,North India,Modern Trade,1567,75,184151.58,81484,53905.32,0.02,115174.5
1603,2023-01-23,2025,Jan,Q1,5 Star,Value,North India,General Trade,1030,30,22187.32,22660,5238.84,0.1,27810
1604,2023-01-10,2023,Jan,Q1,Perk,Value,North India,E-Commerce,1613,25,27221.19,29034,7811.04,0.02,39518.5
1605,2023-01-05,2023,Jan,Q1,Bournville,Premium,North India,E-Commerce,1458,90,148360.2,94770,33422.7,0.03,127283.4
1606,2023-01-20,2025,Jan,Q1,Gems,Value,North India,Institutional,513,20,11156.11,7182,2236.33,0.07,9541.8
1607,2023-01-16,2025,Jan,Q1,Celebrations Box,Premium,North India,E-Commerce,1051,250,283471.51,189180,83214.61,0.11,233847.5
1608,2023-01-25,2025,Jan,Q1,Oreo,Mid-range,North India,General Trade,1760,40,80079.44,49280,27810.77,0.04,67584
1609,2023-01-23,2023,Jan,Q1,Fuse,Value,North India,Modern Trade,1276,35,48174.77,30624,13600.02,0.07,41533.8
1610,2023-01-04,2025,Jan,Q1,Caramel,Mid-range,North India,E-Commerce,359,55,18071.62,13642,4850.6,0.14,16980.7
1611,2023-01-17,2024,Jan,Q1,Dairy Milk,Mid-range,South India,Modern Trade,1897,45,148388.27,66395,36522.65,0.08,78535.8
1612,2023-01-06,2024,Jan,Q1,Dairy Milk Silk,Premium,South India,General Trade,1372,75,140043.49,71344,46608.83,0.08,94668
1613,2023-01-04,2024,Jan,Q1,5 Star,Value,South India,E-Commerce,1949,30,52129.22,42878,13773.99,0.08,53792.4
1614,2023-01-03,2024,Jan,Q1,Perk,Value,South India,General Trade,1668,25,33356.2,30024,10641.32,0.09,37947
1615,2023-01-05,2025,Jan,Q1,Bournville,Premium,South India,Institutional,1856,90,207974.63,120640,67454.52,0.01,165369.6
1616,2023-01-18,2023,Jan,Q1,Gems,Value,South India,Institutional,1135,20,22968.22,15890,6310.85,0.08,20884
1617,2023-01-24,2023,Jan,Q1,Celebrations Box,Premium,South India,Institutional,1577,250,432760.29,283860,119490.62,0.12,346940
1618,2023-01-01,2024,Jan,Q1,Oreo,Mid-range,South India,Modern Trade,1010,40,34896.64,28280,11819.74,0.04,38784
1619,2023-01-14,2023,Jan,Q1,Fuse,Value,South India,General Trade,1384,35,47005.66,33216,10178.47,0.01,47955.6
1620,2023-01-02,2023,Jan,Q1,Caramel,Mid-range,South India,E-Commerce,1634,55,99923.66,62092,25116.66,0.01,88971.3
1621,2023-01-14,2024,Jan,Q1,Dairy Milk,Mid-range,West India,Modern Trade,1166,45,75632.75,40810,19759.27,0,52470
1622,2023-01-21,2025,Jan,Q1,Dairy Milk Silk,Premium,West India,General Trade,1774,75,192816.85,92248,65540.31,0.02,130389
1623,2023-01-13,2025,Jan,Q1,5 Star,Value,West India,Institutional,966,30,23607.65,21252,7121.09,0.15,24633
1624,2023-01-13,2025,Jan,Q1,Perk,Value,West India,Institutional,1980,25,37452.48,35640,8216.16,0.14,42570
1625,2023-01-22,2024,Jan,Q1,Bournville,Premium,West India,Institutional,364,90,36625.69,23660,8021.46,0.1,29484
1626,2023-01-04,2024,Jan,Q1,Gems,Value,West India,General Trade,1538,20,33996.45,21532,11311.56,0.13,26761.2
1627,2023-01-05,2023,Jan,Q1,Celebrations Box,Premium,West India,General Trade,1300,250,364601.5,234000,118765.02,0.06,305500
1628,2023-01-01,2024,Jan,Q1,Oreo,Mid-range,West India,General Trade,1909,40,85743.99,53452,27335.91,0,76360
1629,2023-01-18,2024,Jan,Q1,Fuse,Value,West India,E-Commerce,1148,35,36598.68,27552,6633.62,0.1,36162
1630,2023-01-08,2023,Jan,Q1,Caramel,Mid-range,West India,Institutional,1289,55,61733.63,48982,16270.1,0.06,66641.3
1631,2023-01-09,2023,Jan,Q1,Dairy Milk,Mid-range,East India,General Trade,1143,45,78550.91,40005,23840.15,0.05,48863.25
1632,2023-01-04,2024,Jan,Q1,Dairy Milk Silk,Premium,East India,General Trade,1992,75,226138.46,103584,43674.5,0.11,132966
1633,2023-01-20,2023,Jan,Q1,5 Star,Value,East India,Modern Trade,1857,30,49636.2,40854,13874.89,0.1,50139
1634,2023-01-04,2023,Jan,Q1,Perk,Value,East India,Modern Trade,692,25,14606.57,12456,5011.49,0.03,16781
1635,2023-01-23,2025,Jan,Q1,Bournville,Premium,East India,Modern Trade,1114,90,131848.68,72410,36229.72,0.09,91236.6
1636,2023-01-13,2025,Jan,Q1,Gems,Value,East India,Modern Trade,701,20,13276.27,9814,3281.78,0.11,12477.8
